Job title,Company,location,job type
Senior IOS Developer,Fanzword -,"Maadi, Cairo, Egypt ",Full Time
Technical Lead Software Engineer (Full Stack),Aman -,"6th of October, Giza, Egypt ",Full Time
Business Analyst,Aman -,"6th of October, Giza, Egypt ",Full Time
IT integration Technical Expert,Qeema -,"Maadi, Cairo, Egypt ",Full Time
Senior Network Engineer,Al Ahly capital holding - Al Ahly Tamkeen -,"Zamalek, Cairo, Egypt ",Full Time
Software Quality Assurance Specialist,dopay -,"Downtown, Cairo, Egypt ",Full Time
Pre Sales Engineer,IT Pillars -,"Nasr City, Cairo, Egypt ",Full Time
Mid Senior Front End Developer,Qeema -,"Maadi, Cairo, Egypt ",Full Time
Senior Front-end Developer,Dexef -,"Quweisna, Monufya, Egypt ",Full Time
Quality Control Engineer,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
System Analyst,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
System Administrator,TransPioneers -,"Dokki, Giza, Egypt ",Full Time
UI UX Designer,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
Front End Developer,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
Backend Developer,Al Medadsoft -,"Nasr City, Cairo, Egypt ",Full Time
SAP FICO - TRM - COPA - FUND consultant,Galaxy Consulting Solutions (G.C.S) -,"Nasr City, Cairo, Egypt ",Full Time
PowerPlatform Developer,Trax Group -,"New Cairo, Cairo, Egypt ",Full Time
IT Help Desk (Mansoura),qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time
System Administrator,Alex Apparels for Garment Manufacturing -,"Ameria, Alexandria, Egypt ",Full Time
Dot Net Developer,Gulf Data International  -,"Cairo, Egypt ",Full Time
Full Stack Developer,Smartad egypt -,"Cairo, Egypt ",Full Time
IT System Specialist,Hayat -,"Ain Sokhna, Suez, Egypt ",Full Time
Software Developer - Flutter,Confidential -,"Cairo, Egypt ",Full Time
Flutter Developer,Dexef -,"Gharbia, Egypt ",Full Time
Oracle E-Business Suite (EBS) Developer - Integrated SOA Gateway (ISG),Youxel -,"Cairo, Egypt ",Full Time
"Backend Developer ""Node.Js""",Bydotpy -,"New Cairo, Cairo, Egypt ",Full Time
Senior Full Stack (.Net Developer),qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time
Senior Node.JS Developer (Angular 7+),qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time
IT Help Desk,Amer Vision Group -,"Sheraton, Cairo, Egypt ",Full Time
Senior Software Business Analyst,qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time
Senior Software Tester,qTech.  -,"Mansoura, Dakahlia, Egypt ",Full Time
IT Sales Manager (integrated solutions).,Injaz Tech for advanced systems -,"Heliopolis, Cairo, Egypt ",Full Time
Product Manager,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time
Full Stack Engineer,Greenalytics -,"6th of October, Giza, Egypt ",Full Time
Senior Software Engineer,SSC Egypt -,"New Cairo, Cairo, Egypt ",Full Time
Senior Product Owner/Scrum Master,Puzzle -,"6th of October, Giza, Egypt ",Part Time
Senior Full-Stack Developer (.Net Core - Angular),Puzzle -,"6th of October, Giza, Egypt ",Full Time
Senior Talent Acquisition Specialist,Jari Solutions -,"Maadi, Cairo, Egypt ",Full Time
Renewals Support Specialist (Fluent English Speakers Only) (SalesForce-CRM),FlairsTech -,"Cairo, Egypt ",Full Time
Sales Specialist (Digital Marketing and Software Solutions),Bevatel -,"Dokki, Giza, Egypt ",Full Time
Senior Laravel Developer,Enegix -,"Alexandria, Egypt ",Full Time
Account Manager,Bevatel -,"Dokki, Giza, Egypt ",Full Time
ERP Senior Developer (Microsoft Dynamics F&O),Industrial Development Group - IDG -,"Zamalek, Cairo, Egypt ",Full Time
IT Specialist,Confidential -,"Dokki, Giza, Egypt ",Full Time
Senior Backend/Data Engineer,Skilkit -,"Dubai, United Arab Emirates ",Full Time
English Back Office Agents (U Tech....)).......),Majorel Egypt -,"Katameya, Cairo, Egypt ",Full Time
Business Analyst,3S Software -,"Nasr City, Cairo, Egypt ",Full Time
Senior Front End Developer,Safa Soft -,"Maadi, Cairo, Egypt ",Full Time
LMS Product Owner (Preferably Edtech),classera -,"New Cairo, Cairo, Egypt ",Full Time
ERP Product Owner,classera -,"New Cairo, Cairo, Egypt ",Full Time
Full Stack Developer (.NET),Tamweely -,"Boulaq, Cairo, Egypt ",Full Time
Junior Software Developer (Outsourced Contract),Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,"Alexandria, Egypt ",Full Time
Junior Data Analyst,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,"Alexandria, Egypt ",Full Time
Pre Sales Engineer,Confidential -,"Mokattam, Cairo, Egypt ",Full Time
Senior SAP Basis Administrator,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full Time
Software Quality Assurance Engineer,ITS  -,"Nasr City, Cairo, Egypt ",Full Time
System Administrator Specialist,Rashideen Egypt for Trade  -,"Cairo, Egypt ",Full Time
Presales Software Engineer,intrazero -,"Nasr City, Cairo, Egypt ",Full Time
JavaScript Team Leader,Nagwa -,"Nasr City, Cairo, Egypt ",Full Time
IT Service Desk Specialist,El sewedy Trading  -,"Downtown, Cairo, Egypt ",Full Time
Technical Support Engineer-Freelancer,Wicresoft -,"Cairo, Egypt ",Freelance / Project
Technical Support Agent (Fluent English Speaker),3D Diagnostix -,"Maadi, Cairo, Egypt ",Full Time
Senior Full Stack Developer,Traveler Club -,"Cairo, Egypt ",Full Time
System Administrator,Confidential -,"Basatin, Cairo, Egypt ",Full Time
Automation Testing Lead / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Sales Manager,Confidential -,"Riyadh, Saudi Arabia ",Full Time
Senior Full-Stack .NET Developer,Tafeel -,"Nasr City, Cairo, Egypt ",Full Time
Backend Developer,FiveM -,"Cairo, Egypt ",Full Time
Front End Developer,FiveM -,"Maadi, Cairo, Egypt ",Full Time
Senior Sales Specialist,Jari Solutions -,"Maadi, Cairo, Egypt ",Full Time
Senior WordPress Developer.,Pioneers Now -,"Nasr City, Cairo, Egypt ",Full Time
Software Technical Team Leader,Softec Technologies -,"Maadi, Cairo, Egypt ",Full Time
Team Lead Application Support Engineer,GET Group- Egypt -,"Cairo, Egypt ",Full Time
Wordpress Developer,Algoriza -,"Giza, Egypt ",Full Time
Senior Backend Engineer - Java,FlapKap -,"Maadi, Cairo, Egypt ",Full Time
Software Technical Support / Application Support Engineer,eVision -,"New Cairo, Cairo, Egypt ",Full Time
Senior Software automation tester / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Wordpress Developer,AFFSQUARE -,"Sheraton, Cairo, Egypt ",Full Time
Web Development Team lead,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time
Test Manager / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Project Manager (E-learning),Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Infrastructure Manager,Universities of Canada in Egypt -,"New Cairo, Cairo, Egypt ",Full Time
Senior Technical Support Engineer L2,Millensys -,"New Cairo, Cairo, Egypt ",Full Time
odoo erp account manager,Quick Services -,"Cairo, Egypt ",Full Time
Odoo Sales Manager,Confidential -,"Cairo, Egypt ",Full Time
Software Developer,Beko -,"10th of Ramadan City, Sharqia, Egypt ",Freelance / Project
IT Technician,Beko -,"10th of Ramadan City, Sharqia, Egypt ",Freelance / Project
Full Stack Web Developer,Seven -,"Faisal, Giza, Egypt ",Full Time
IT Technical Support Specialist (Work Will Be Allocated In Africa) 24001,Confidential -,"Cairo, Egypt ",Full Time
Senior Full Stack ASP.NET Developer 24003,Ditech Egypt -,"Cairo, Egypt ",Full Time
Junior ASP.NET Web Developer 24002,Ditech Egypt -,"Cairo, Egypt ",Full Time
Senior Odoo Developer,Plennix Technologies -,"Cairo, Egypt ",Full Time
Technical Lead,Block Gemini -,"Cairo, Egypt ",Full Time
Project Manager,Block Gemini -,"Cairo, Egypt ",Full Time
React Native Developer,Block Gemini -,"Cairo, Egypt ",Full Time
Full Stack Developer,Block Gemini -,"Cairo, Egypt ",Full Time
Support Agent,EGID company -,"New Cairo, Cairo, Egypt ",Full Time
Asset Manager,Tech Mahindra Egypt -,"Smart Village, Giza, Egypt ",Full Time
Travel Advisor - offshore,Concentrix -,"Smart Village, Giza, Egypt ",Full Time
Manual Testing Lead / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Junior IT Engineer,Confidential -,"New Cairo, Cairo, Egypt ",Full Time
Mid Software Manual Tester / Banking,Ejada  -,"Cairo, Egypt ",Full Time
Python Developer/Java Developer,Confidential -,"Cairo, Egypt ",Full Time
Front-end (Angular.js ) - Saudi Arabia - Remotely,Alexandria For Programming -,"Riyadh, Saudi Arabia ",Full Time
Senior Flutter Developer,Softec Technologies -,"Maadi, Cairo, Egypt ",Full Time
Senior Software Tester,Talaat Moustafa Group -,"Madinaty, Cairo, Egypt ",Full Time
Mobile Engineer (react native) (remote),Confidential -,"Dubai, United Arab Emirates ",Full Time
Senior Full Stack .Net Developer,Confidential -,"Doha, Qatar ",Full Time
Project Manager (Digitization of Newspapers and Magazines),RDI -,"Dokki, Giza, Egypt ",Full Time
Product Manager ( E-Learning ),Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Infor LN/OS Team Lead Developer,Dreem Mashreq Foods  -,"Smouha, Alexandria, Egypt ",Full Time
Python Developer,RTX for Shipping -,"Nasr City, Cairo, Egypt ",Full Time
Technical Support Engineer-Beheira,Al Ahly capital holding - Al Ahly Tamkeen -,"Beheira, Egypt ",Full Time
English Back Office Agents (U Tech....)).......,Majorel Egypt -,"Katameya, Cairo, Egypt ",Full Time
Odoo Functional Consultant & Project Manager,Quick Services -,"Shorouk City, Cairo, Egypt ",Full Time
ERP sales,Quick Services -,"Shorouk City, Cairo, Egypt ",Full Time
Software Sales Account Manager, Roaya -,"Maadi, Cairo, Egypt ",Full Time
Flutter Developer,Osolutions -,"Nasr City, Cairo, Egypt ",Full Time
Odoo Sales Executive,Quick Services -,"Cairo, Egypt ",Full Time
Software Development internship,CliniSoft -,"Smouha, Alexandria, Egypt ",Internship
Odoo Implementor (Internship),Quick Services -,"Shorouk City, Cairo, Egypt ",Internship
Odoo Implemetor,Quick Services -,"Shorouk City, Cairo, Egypt ",Full Time
Odoo functional consultant,Quick Services -,"Shorouk City, Cairo, Egypt ",Full Time
"Software Project Manager ""Based In UAE""",Softec Technologies -,"Dubai, United Arab Emirates ",Full Time
Application developer-web scraper,Premiumy -,"Cairo, Egypt ",Full Time
Junior Implementer,Millensys -,"New Cairo, Cairo, Egypt ",Full Time
Fresh React Native Mobile Developer,Perfect Solutions -,"Nasr City, Cairo, Egypt ",Internship
IT Security Manager,BTC-Egypt Gold -,"Heliopolis, Cairo, Egypt ",Full Time
Senior IT Infrastructure,Kellogg Tolaram Noodles Egypt LLC -,"6th of October, Giza, Egypt ",Full Time
Senior Frontend Engineer - Angular/React,Trufla -,"Heliopolis, Cairo, Egypt ",Full Time
IT Specialist,Egyptian Cultural Center -,"Nasr City, Cairo, Egypt ",Full Time
Software Sales Manager,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Senior Information Technology Specialist,Athear -,"New Cairo, Cairo, Egypt ",Full Time
IT Specialist,Al-Rowad for Plastic Pipes -,"Maadi, Cairo, Egypt ",Full Time
.NET Core Backend Developer,Zewail City -,"6th of October, Giza, Egypt ",Full Time
Microsoft Dynamics 365 - CRM Functional Consultant,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Full Stack Software Developer,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Full Stack Developer,ysolution -,"New Damietta, Damietta, Egypt ",Full Time
Sales Coordinator (Software),Outservingplus -,"6th of October, Giza, Egypt ",Full Time
Telesales Agent,Outservingplus -,"6th of October, Giza, Egypt ",Full Time
Senior Node JS Developer,Fanzword -,"Maadi, Cairo, Egypt ",Full Time
Technical Support Specialist,Mantrac -,"New Cairo, Cairo, Egypt ",Full Time
Odoo Implementer,Confidential -,"Cairo, Egypt ",Full Time
ERP System Developer,SABA -,"Heliopolis, Cairo, Egypt ",Full Time
Digital Marketing Specialist,Confidential -,"Sheraton, Cairo, Egypt ",Full Time
SW Senior DevOps Engineer,softprograms -,"Nasr City, Cairo, Egypt ",Full Time
IT Specialist,Femex Egypt -,"Sheraton, Cairo, Egypt ",Full Time
Technical Support Engineer,Confidential -,"Giza, Egypt ",Full Time
Sr. IT Specialist,National Pipe Company -,"Badr City, Cairo, Egypt ",Full Time
Microsoft Dynamics Finance and Operations Functional Consultant,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Microsoft Dynamics Finance and Operations Developer,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Software Implementer,Cubic Information Systems -,"New Cairo, Cairo, Egypt ",Full Time
Junior Web Developer (Back-End) - Alexandria,Arabic Localizer -,"San Stefano, Alexandria, Egypt ",Full Time
Senior Back-End Developer (Node Js),3D Diagnostix -,"Maadi, Cairo, Egypt ",Full Time
Back-End Developer,jmskef -,"Banha, Qalubia, Egypt ",Full Time
Junior Backend Developer,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time
Senior Backend Developer - Java,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full Time
Automation Testing Engineer,Giza Systems -,"New Cairo, Cairo, Egypt ",Full Time
Game Developer,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt ",Full Time
Quality Control Engineer,Kick Start Interactive -,"Dokki, Giza, Egypt ",Full Time
Mean Stack Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Senior React JS Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time
Application developer/ web scraper,Premiumy -,"Cairo, Egypt ",Part Time
Senior Oracle Financial Functional Consultant ( EBS ),Confidential -,"6th of October, Giza, Egypt ",Full Time
Technical Office Engineer,Electrical Charge -,"Riyadh, Saudi Arabia ",Full Time
Software Developer,Misr Elkheir Foundation -,"Mokattam, Cairo, Egypt ",Full Time
Technical Lead,Giza Systems -,"New Cairo, Cairo, Egypt ",Full Time
Product Owner,Confidential -,"New Cairo, Cairo, Egypt ",Full Time
UI UX Designer | Hybrid,Confidential -,"Nasr City, Cairo, Egypt ",Full Time
Senior Flutter Developer,waffarha.com -,"Downtown, Cairo, Egypt ",Full Time
Product Owner,intrazero -,"Cairo, Egypt ",Full Time
Full Stack Web Developer (Part-Time),Notion Addon -,"Cairo, Egypt ",Part Time
AX Consultant,Allamna Integrated Solutions -,"Nasr City, Cairo, Egypt ",Full Time
Sales Specialist - Outdoors,Allamna Integrated Solutions -,"Nasr City, Cairo, Egypt ",Full Time
Network Engineer,Sindi -,"6th of October, Giza, Egypt ",Full Time
Computer Science Instructor (For Kids),Edu-Zone -,"New Cairo, Cairo, Egypt ",Full Time
Senior java Full Stack Developer (Spring Boot & Angular),softprograms -,"Nasr City, Cairo, Egypt ",Full Time
Information System Section Head,Confidential -,"10th of Ramadan City, Sharqia, Egypt ",Full Time
Front-End Team Lead,Youxel -,"Cairo, Egypt ",Full Time
Software Project Coordinator,Informatique Education -,"Cairo, Egypt ",Full Time
Oracle Fusion Financial Consultant,Nile Wood -,"Agouza, Giza, Egypt ",Full Time
Junior Data Scientist,Cultiv -,"Cairo, Egypt ",Full Time
Senior IT presales,RMG -,"Cairo, Egypt ",Full Time
IOS Developer,Kick Start Interactive -,"Dokki, Giza, Egypt ",Full Time
Technical Support Specialist,Rashideen Egypt for Trade  -,"Katameya, Cairo, Egypt ",Full Time
Backend Developer,Ewa  -,"Cairo, Egypt ",Full Time
Fullstack developer,Ewa  -,"Cairo, Egypt ",Full Time
Senior QC performance testing,Giza Systems -,"New Cairo, Cairo, Egypt ",Full Time
.Net Core Developer,Informatique Education -,"Assiut, Egypt ",Full Time
Front End Developer,Nugget Tours -,"Downtown, Cairo, Egypt ",Full Time
senior vue.js developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full Time
IOT Team Leader,Noases -,"Nasr City, Cairo, Egypt ",Full Time
Odoo Developer & Business Analyst Consultant,Royal Herbs  -,"Haram, Giza, Egypt ",Full Time
IT Help Desk Engineer,INDEVCO -,"6th of October, Giza, Egypt ",Full Time
Senior Web Developer-WordPress,Noases -,"Nasr City, Cairo, Egypt ",Full Time
Systems Administrator / IT Operations Specialist - Working Remotely,Vice Keeper -,"Cairo, Egypt ",Full Time
Technical Support Engineer (windows server/active directory/ Fluent English speaker),FlairsTech -,"Maadi, Cairo, Egypt ",Full Time
Mobile Engineer (kotlin & swift) (remote),Confidential -,"Dubai, United Arab Emirates ",Full Time
Motion Graphic Designer,Confidential -,"Dokki, Giza, Egypt ",Full Time
Backend Developer,HandleT -,"Heliopolis, Cairo, Egypt ",Full Time
Front-End Developer (Shopify),DE.CI -,"Maadi, Cairo, Egypt ",Part Time
Software Development Team Leader,quTIP -,"Heliopolis, Cairo, Egypt ",Full Time
Senior Business Intelligence Engineer,quTIP -,"Heliopolis, Cairo, Egypt ",Full Time
Sales Account Manager - Daftra,"Izam, inc. -","Smart Village, Giza, Egypt ",Full Time
IT Specialist,Alouf Travel -,"6th of October, Giza, Egypt ",Full Time
Senior Flutter Developer,Confidential -,"Haram, Giza, Egypt ",Full Time
Senior Software Project Manager,Edentech -,"Heliopolis, Cairo, Egypt ",Full Time
Senior AI Engineer (Computer Vision Focus),Lumin -,"Sheikh Zayed, Giza, Egypt ",Full Time
Odoo Developer,GMC -,"Maadi, Cairo, Egypt ",Full Time
Junior Project Manager,Dynamicslink -,"Nasr City, Cairo, Egypt ",Full Time
Sales Account Manager - Alexandria,Digitec  -,"Alexandria, Egypt ",Full Time
ERP Implementation Specialist,Simple Touch Software -,"Maadi, Cairo, Egypt ",Full Time
Java/Kotlin Senior,Ejada  -,"Cairo, Egypt ",Full Time
Java/Kotlin Developer,Ejada  -,"Cairo, Egypt ",Full Time
Full Stack (Node/React) Developer,Anyware Software -,"Maadi, Cairo, Egypt ",Full Time
System and Network Administrator Job,Europa-Schule Kairo  -,"New Cairo, Cairo, Egypt ",Full Time
Full Stack Web Developer,IQRA Network -,"Cairo, Egypt ",Full Time
ERPNext Customizer,ASTROCOM LLC-FZ -,"Cairo, Egypt ",Work From Home
Senior Presales Engineer,Progress Security Systems -,"Mohandessin, Giza, Egypt ",Full Time
Senior React Native Developer,Al-hakeema -,"Nasr City, Cairo, Egypt ",Full Time
UI/ UX Designer,Dimofinf Operations Center -,"Cairo, Egypt ",Full Time
Senior Frontend Developer (React.js),Dimofinf Operations Center -,"Cairo, Egypt ",Full Time
Marketing Lead,BBI-Consultancy -,"Nasr City, Cairo, Egypt ",Full Time
Senior Backend Developer,Al-hakeema -,"Nasr City, Cairo, Egypt ",Full Time
Agile Coach,Confidential -,"6th of October, Giza, Egypt ",Full Time
Telemarketing Agent (IT & software Industry),Outservingplus -,"6th of October, Giza, Egypt ",Full Time
